country,year,life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,co2_per_capita,material_footprint,IEV,MYSI,EYSI,IE,gni_capped,IR,ID,CO2_overshoot,MF_overshoot,IIE,SDI,SDI_level
Thailand,2015,69.86,8.96,12.63,22450.0,9.732,16.651,0.7670769230769231,0.5973333333333334,0.7016666666666667,0.6495,22450.0,0.8177969545475424,0.7413464073936277,5.593103448275862,2.4486764705882353,4.020889959432049,0.18437371200736438,Faible (<0.3)
Colombia,2015,70.98,10.2,14.31,24184.0,10.412,17.994,0.7843076923076924,0.6799999999999999,0.795,0.7375,24184.0,0.8290355981346709,0.7827214329895981,5.983908045977012,2.646176470588235,4.315042258282624,0.18139368890007562,Faible (<0.3)
Peru,2015,71.99,11.31,14.53,26427.0,11.129,18.235,0.7998461538461538,0.754,0.8072222222222222,0.7806111111111111,26427.0,0.8424334797821305,0.8072206609345864,6.395977011494253,2.6816176470588236,4.538797329276538,0.1778490208689828,Faible (<0.3)
Bolivia,2015,73.03,11.6,15.54,27696.0,12.428,19.295,0.8158461538461539,0.7733333333333333,0.8633333333333333,0.8183333333333334,27696.0,0.8495182630125966,0.8277586809186496,7.142528735632184,2.8375000000000004,4.990014367816093,0.16588302555948806,Faible (<0.3)
Paraguay,2015,73.76,12.9,17.17,29191.0,12.498,21.12,0.8270769230769232,0.86,0.953888888888889,0.9069444444444446,29191.0,0.8574596320145507,0.8632039595886751,7.182758620689655,3.1058823529411765,5.144320486815416,0.16779746942302973,Faible (<0.3)
El Salvador,2015,75.03,14.19,17.98,30300.0,1.482,21.034,0.8466153846153847,0.946,0.9988888888888889,0.9724444444444444,30300.0,0.8630920878447492,0.8923516486553396,1.0,3.093235294117647,2.0466176470588238,0.4360128771183666,Moyen (0.3–0.5)
Vietnam,2015,76.09,7.05,11.05,31850.0,2.202,22.907,0.862923076923077,0.47,0.6138888888888889,0.5419444444444445,31850.0,0.8706282083597967,0.7411734640780773,1.2655172413793103,3.3686764705882353,2.317096855983773,0.3198715936988297,Moyen (0.3–0.5)
Philippines,2015,76.9,7.84,11.79,33771.0,3.275,24.528,0.8753846153846154,0.5226666666666666,0.6549999999999999,0.5888333333333333,33771.0,0.8794747969390336,0.7681951573484227,1.882183908045977,3.6070588235294117,2.7446213657876943,0.2798911233892381,Faible (<0.3)
Indonesia,2015,78.08,8.99,12.41,34981.0,3.907,27.492,0.8935384615384615,0.5993333333333334,0.6894444444444444,0.6443888888888889,34981.0,0.8847923530758401,0.7986703311367468,2.245402298850575,4.042941176470588,3.1441717376605816,0.25401612818102515,Faible (<0.3)
Egypt,2015,78.94,10.06,14.05,35647.0,4.861,27.405,0.9067692307692308,0.6706666666666667,0.7805555555555556,0.7256111111111112,35647.0,0.8876412543360024,0.8358840903168795,2.7936781609195402,4.0301470588235295,3.4119126098715347,0.2449898886326846,Faible (<0.3)
Morocco,2015,80.24,10.82,15.24,7776.0,5.597,4.263,0.9267692307692307,0.7213333333333334,0.8466666666666667,0.784,7776.0,0.6576403348315782,0.7817934670812505,3.216666666666667,1.0,2.1083333333333334,0.3708111306314232,Moyen (0.3–0.5)
India,2015,68.2,11.89,15.92,5940.0,1.716,4.509,0.7415384615384616,0.7926666666666667,0.8844444444444445,0.8385555555555556,5940.0,0.6169560515342423,0.7266187217729201,1.0,1.0,1.0,0.7266187217729201,Très élevé (>0.65)
Bangladesh,2015,81.68,13.09,16.82,11341.0,6.933,6.338,0.948923076923077,0.8726666666666667,0.9344444444444444,0.9035555555555556,11341.0,0.714646110885956,0.8493609716666138,3.9844827586206897,1.0,2.492241379310345,0.3408020502017544,Moyen (0.3–0.5)
Pakistan,2015,83.24,13.75,17.82,12827.0,7.519,7.642,0.9729230769230769,0.9166666666666666,0.99,0.9533333333333334,12827.0,0.73324527778989,0.8794088919693693,4.3212643678160925,1.1238235294117649,2.7225439486139287,0.3230099893950598,Moyen (0.3–0.5)
Nigeria,2015,54.38,7.16,10.79,5160.0,0.711,3.834,0.5289230769230769,0.47733333333333333,0.5994444444444444,0.5383888888888889,5160.0,0.5956915504495388,0.5535667734205387,1.0,1.0,1.0,0.5535667734205387,Élevé (0.5–0.65)
Ethiopia,2015,65.18,8.07,11.87,1708.0,0.151,2.838,0.6950769230769231,0.538,0.6594444444444444,0.5987222222222222,1708.0,0.4286822969813953,0.5629432277852376,1.0,1.0,1.0,0.5629432277852376,Élevé (0.5–0.65)
Kenya,2015,86.56,9.09,12.74,17223.0,9.999,11.464,1.0,0.606,0.7077777777777778,0.6568888888888889,17223.0,0.7777604011642353,0.7994278021588583,5.746551724137931,1.6858823529411766,3.716217038539554,0.21511870643406436,Faible (<0.3)
Tanzania,2015,87.35,9.84,14.12,18653.0,11.374,13.106,1.0,0.656,0.7844444444444444,0.7202222222222222,18653.0,0.7898088013435771,0.8285705545568308,6.536781609195403,1.9273529411764707,4.232067275185937,0.1957838807088499,Faible (<0.3)
Ghana,2015,87.93,10.85,14.58,19674.0,11.872,13.739,1.0,0.7233333333333333,0.81,0.7666666666666666,19674.0,0.7978587087034492,0.8488758734759082,6.8229885057471265,2.0204411764705883,4.421714841108857,0.19197888239736216,Faible (<0.3)
Senegal,2015,89.08,12.17,16.17,22125.0,12.599,16.008,1.0,0.8113333333333334,0.8983333333333334,0.8548333333333333,22125.0,0.8155941959315373,0.8867173204772264,7.24080459770115,2.3541176470588234,4.797461122379986,0.18483053804036503,Faible (<0.3)
France,2015,82.69,12.83,16.51,42405.0,5.463,19.611,0.9644615384615385,0.8553333333333334,0.9172222222222223,0.8862777777777778,42405.0,0.9138647238583174,0.9209701668311447,3.1396551724137933,2.8839705882352944,3.011812880324544,0.30578598453032174,Moyen (0.3–0.5)
Germany,2015,81.04,13.99,17.73,45576.0,9.274,21.847,0.9390769230769231,0.9326666666666666,0.985,0.9588333333333333,45576.0,0.924758105262815,0.9407859281689441,5.329885057471264,3.212794117647059,4.2713395875591615,0.22025547463121567,Faible (<0.3)
UK,2015,81.06,6.75,10.8,41316.0,6.328,18.686,0.9393846153846154,0.45,0.6000000000000001,0.525,41316.0,0.9099347906298431,0.7656042559473664,3.6367816091954026,2.7479411764705883,3.1923613928329955,0.2398238049320433,Faible (<0.3)
USA,2015,78.82,7.77,11.88,58651.0,17.036,28.06,0.9049230769230768,0.518,0.66,0.589,58651.0,0.9628578898430837,0.8006260511047173,9.79080459770115,4.126470588235294,6.958637592968222,0.1150550004089534,Faible (<0.3)
Canada,2015,63.59,8.81,12.97,29298.0,15.841,31.794,0.6706153846153846,0.5873333333333334,0.7205555555555556,0.6539444444444444,29298.0,0.8580123164950048,0.7219425343237261,9.104022988505747,4.675588235294118,6.8898056118999325,0.10478416590981923,Faible (<0.3)
Australia,2015,65.17,10.23,14.51,30897.0,15.254,36.411,0.694923076923077,0.682,0.8061111111111111,0.7440555555555556,30897.0,0.8660393935146027,0.7650560401739822,8.766666666666666,5.354558823529412,7.060612745098039,0.10835547392188256,Faible (<0.3)
Japan,2015,83.57,10.95,14.81,40065.0,10.16,18.691,0.9779999999999999,0.73,0.8227777777777778,0.7763888888888889,40065.0,0.9052903255378222,0.8825419308341109,5.839080459770115,2.748676470588235,4.2938784651791755,0.20553491161685317,Faible (<0.3)
South Korea,2015,67.21,11.68,15.54,36784.0,12.324,23.611,0.7263076923076922,0.7786666666666666,0.8633333333333333,0.821,36784.0,0.8923840985908262,0.8103485785076723,7.082758620689655,3.472205882352941,5.277482251521298,0.15354832851859984,Faible (<0.3)
Spain,2015,67.79,13.14,16.92,34147.0,7.911,25.1,0.7352307692307694,0.876,0.9400000000000001,0.908,34147.0,0.8811473295593168,0.8378880899770622,4.546551724137931,3.6911764705882355,4.118864097363083,0.20342698136446946,Faible (<0.3)
Italy,2015,69.64,14.13,17.52,35131.0,8.527,27.485,0.7636923076923077,0.9420000000000001,0.9733333333333333,0.9576666666666667,35131.0,0.8854387016118258,0.8651613228825706,4.900574712643678,4.041911764705882,4.471243238674781,0.19349457783893534,Faible (<0.3)
Sweden,2015,82.16,6.98,11.13,8139.0,4.338,3.96,0.9563076923076923,0.4653333333333334,0.6183333333333334,0.5418333333333334,8139.0,0.6645322911232036,0.7009060668514396,2.4931034482758623,1.0,1.7465517241379311,0.40130850816765545,Moyen (0.3–0.5)
Norway,2015,82.16,7.87,12.4,65526.0,7.986,27.127,0.9563076923076923,0.5246666666666667,0.6888888888888889,0.6067777777777779,65526.0,0.979601267406008,0.8283722684692392,4.589655172413793,3.989264705882353,4.289459939148073,0.19311808018278442,Faible (<0.3)
Finland,2015,72.64,9.21,12.75,10893.0,11.522,6.264,0.8098461538461539,0.6140000000000001,0.7083333333333334,0.6611666666666667,10893.0,0.7085579460763696,0.7239295131022316,6.62183908045977,1.0,3.810919540229885,0.18996189907975916,Faible (<0.3)
Denmark,2015,73.13,10.15,13.88,12485.0,10.743,7.366,0.8173846153846153,0.6766666666666666,0.7711111111111112,0.7238888888888889,12485.0,0.7291630871942758,0.7556273722193495,6.174137931034483,1.083235294117647,3.628686612576065,0.20823715379568616,Faible (<0.3)
Netherlands,2015,73.92,10.75,15.24,13600.0,12.532,8.835,0.8295384615384616,0.7166666666666667,0.8466666666666667,0.7816666666666667,13600.0,0.7420846767812137,0.7836170215438416,7.202298850574713,1.2992647058823532,4.250781778228533,0.18434656550880518,Faible (<0.3)
Belgium,2015,75.43,11.71,16.06,15503.0,1.456,10.139,0.8527692307692308,0.7806666666666667,0.8922222222222221,0.8364444444444444,15503.0,0.7618675034594792,0.8160486002715547,1.0,1.4910294117647058,1.245514705882353,0.6551898555813886,Très élevé (>0.65)
Portugal,2015,76.06,12.88,16.9,16869.0,2.308,11.422,0.8624615384615385,0.8586666666666667,0.9388888888888888,0.8987777777777777,16869.0,0.7746232633671868,0.84364719344835,1.3264367816091953,1.6797058823529414,1.5030713319810682,0.561282206305147,Élevé (0.5–0.65)
Poland,2015,77.48,13.75,18.39,17778.0,3.086,12.619,0.8843076923076924,0.9166666666666666,1.0216666666666667,0.9691666666666667,17778.0,0.7825512904756385,0.8753294919817127,1.7735632183908046,1.855735294117647,1.8146492562542258,0.4823684185607063,Moyen (0.3–0.5)
Czech Republic,2015,78.08,6.88,10.81,19803.0,3.831,13.947,0.8935384615384615,0.45866666666666667,0.6005555555555556,0.5296111111111111,19803.0,0.7988459295513592,0.7230657467768368,2.2017241379310346,2.0510294117647057,2.12637677484787,0.34004592005034856,Moyen (0.3–0.5)
Hungary,2015,79.11,7.86,12.13,21632.0,4.815,15.08,0.9093846153846153,0.524,0.673888888888889,0.5989444444444445,21632.0,0.8121902319072103,0.7619573017584859,2.767241379310345,2.2176470588235295,2.4924442190669374,0.3057068623360123,Moyen (0.3–0.5)
Romania,2015,79.75,8.89,13.11,23281.0,5.497,16.056,0.9192307692307692,0.5926666666666667,0.7283333333333333,0.6605,23281.0,0.8232873716388559,0.7936267107568087,3.1591954022988507,2.3611764705882354,2.760185936443543,0.287526539527038,Faible (<0.3)
Bulgaria,2015,81.38,9.88,14.05,24401.0,6.259,17.767,0.9443076923076923,0.6586666666666667,0.7805555555555556,0.7196111111111112,24401.0,0.830384957471051,0.8263492178877487,3.5971264367816094,2.612794117647059,3.1049602772143343,0.26613841856589593,Faible (<0.3)
Croatia,2015,82.25,11.16,15.55,26011.0,7.245,18.229,0.9576923076923077,0.744,0.8638888888888889,0.8039444444444445,26011.0,0.8400367254218669,0.8648021691863554,4.163793103448276,2.680735294117647,3.4222641987829614,0.25269883298136353,Faible (<0.3)
Slovakia,2015,83.1,11.97,16.0,27827.0,7.706,20.83,0.9707692307692307,0.798,0.8888888888888888,0.8434444444444444,27827.0,0.8502310608631918,0.886277690022374,4.428735632183908,3.063235294117647,3.7459854631507774,0.23659400142917772,Faible (<0.3)
China,2015,75.8,12.76,17.1,15237.0,7.64,14.468,0.8584615384615384,0.8506666666666667,0.9500000000000001,0.9003333333333334,15237.0,0.759253201085914,0.837214872129312,4.390804597701149,2.1276470588235297,3.2592258282623394,0.2568753796896836,Faible (<0.3)
Brazil,2015,75.0,13.82,17.84,13810.0,2.47,11.25,0.8461538461538461,0.9213333333333333,0.991111111111111,0.9562222222222222,13810.0,0.7443993301394392,0.8445098375080279,1.4195402298850577,1.6544117647058825,1.5369759972954702,0.5494619558106725,Élevé (0.5–0.65)
Mexico,2015,85.75,6.94,11.06,16808.0,10.046,23.37,1.0,0.46266666666666667,0.6144444444444445,0.5385555555555556,16808.0,0.7740760406518999,0.7470300037562696,5.773563218390804,3.436764705882353,4.6051639621365785,0.16221572345703908,Faible (<0.3)
Argentina,2015,87.07,7.9,11.76,19088.0,10.618,23.37,1.0,0.5266666666666667,0.6533333333333333,0.5900000000000001,19088.0,0.7932910701303322,0.7764166838844896,6.102298850574713,3.436764705882353,4.769531778228533,0.1627867723680124,Faible (<0.3)
Chile,2015,87.78,8.96,13.05,36033.0,12.206,25.477,1.0,0.5973333333333334,0.7250000000000001,0.6611666666666667,36033.0,0.8892681537761957,0.8377502445507341,7.014942528735632,3.7466176470588235,5.380780087897228,0.15569308369153612,Faible (<0.3)
South Africa,2015,63.09,9.8,13.79,11931.0,12.823,26.135,0.662923076923077,0.6533333333333334,0.7661111111111111,0.7097222222222223,11931.0,0.722306989471172,0.6978430959071023,7.369540229885057,3.843382352941177,5.606461291413117,0.12447122340359722,Faible (<0.3)
Iran,2015,60.16,11.31,15.27,8064.0,1.531,3.952,0.6178461538461538,0.754,0.8483333333333333,0.8011666666666666,8064.0,0.6631338759203687,0.6898184583509976,1.0,1.0,1.0,0.6898184583509976,Très élevé (>0.65)
Iraq,2015,61.07,12.0,16.03,9353.0,2.302,5.278,0.6318461538461538,0.8,0.8905555555555557,0.8452777777777778,9353.0,0.6855335430384187,0.715395991635211,1.3229885057471265,1.0,1.1614942528735632,0.6159272763212603,Élevé (0.5–0.65)
Algeria,2015,62.44,13.19,17.84,10831.0,3.181,6.435,0.6529230769230769,0.8793333333333333,0.991111111111111,0.9352222222222222,10831.0,0.707695721737056,0.7560336669231412,1.82816091954023,1.0,1.414080459770115,0.5346468524471716,Élevé (0.5–0.65)
Libya,2015,63.66,13.84,17.59,12350.0,3.652,7.48,0.6716923076923076,0.9226666666666666,0.9772222222222222,0.9499444444444445,12350.0,0.7275208303311603,0.7742918205382986,2.098850574712644,1.1,1.599425287356322,0.48410627658521,Moyen (0.3–0.5)
Saudi Arabia,2015,73.97,7.03,11.13,54989.0,19.747,21.718,0.8303076923076923,0.4686666666666667,0.6183333333333334,0.5435000000000001,54989.0,0.953119106296233,0.7548522057895816,11.348850574712644,3.1938235294117647,7.271337052062204,0.10381202251867831,Faible (<0.3)
UAE,2015,76.83,8.1,11.7,68418.0,23.917,30.071,0.8743076923076922,0.5399999999999999,0.6499999999999999,0.595,68418.0,0.9861252039414872,0.800518011681329,13.745402298850575,4.422205882352942,9.083804090601758,0.08812585605072187,Faible (<0.3)
Qatar,2015,65.49,9.27,13.24,17421.0,37.039,10.999,0.6998461538461538,0.618,0.7355555555555555,0.6767777777777777,17421.0,0.7794870701674025,0.7173853914678244,21.286781609195405,1.6175000000000002,11.452140804597702,0.0626420338090687,Faible (<0.3)
Kuwait,2015,67.0,10.01,13.87,18730.0,23.715,12.347,0.7230769230769231,0.6673333333333333,0.7705555555555555,0.7189444444444444,18730.0,0.7904310792648406,0.7434434630922596,13.629310344827585,1.815735294117647,7.7225228194726165,0.09626950680128007,Faible (<0.3)
Singapore,2015,68.04,11.1,15.32,19550.0,7.536,14.121,0.7390769230769232,0.74,0.8511111111111112,0.7955555555555556,19550.0,0.7969036315521943,0.776703603930606,4.3310344827586205,2.0766176470588236,3.2038260649087222,0.24243001592308178,Faible (<0.3)
Malaysia,2015,69.1,11.85,16.32,21550.0,9.008,14.83,0.7553846153846153,0.7899999999999999,0.9066666666666667,0.8483333333333334,21550.0,0.8116165398660031,0.8041958953442303,5.177011494252873,2.1808823529411767,3.6789469235970245,0.2185940466240655,Faible (<0.3)
Turkey,2015,70.62,13.35,17.28,23447.0,9.684,16.657,0.7787692307692309,0.89,0.9600000000000001,0.925,23447.0,0.8243606192374544,0.8405352238647588,5.56551724137931,2.449558823529412,4.007538032454361,0.2097385519632822,Faible (<0.3)
Greece,2015,70.71,14.14,18.45,23638.0,9.934,16.148,0.7801538461538461,0.9426666666666667,1.025,0.9838333333333333,23638.0,0.8255861391672714,0.8589239774948862,5.7091954022988505,2.374705882352941,4.0419506423258955,0.21250234193870018,Faible (<0.3)
Switzerland,2015,83.32,7.14,11.59,64095.0,4.72,17.638,0.974153846153846,0.476,0.6438888888888888,0.5599444444444444,64095.0,0.9762658582661565,0.8105507221679185,2.7126436781609193,2.593823529411765,2.653233603786342,0.30549542302313987,Moyen (0.3–0.5)
Austria,2015,72.49,7.99,12.1,27482.0,11.162,19.548,0.8075384615384614,0.5326666666666667,0.6722222222222222,0.6024444444444444,27482.0,0.8483465609358556,0.7445339532883787,6.414942528735633,2.874705882352941,4.644824205544287,0.16029324692195387,Faible (<0.3)
New Zealand,2015,73.61,9.13,13.24,28455.0,12.504,20.139,0.8247692307692308,0.6086666666666667,0.7355555555555555,0.6721111111111111,28455.0,0.8536021896970577,0.7792491706156144,7.186206896551724,2.9616176470588234,5.073912271805273,0.15357955141356067,Faible (<0.3)
Ireland,2015,74.98,10.19,13.9,30807.0,1.476,21.477,0.8458461538461539,0.6793333333333333,0.7722222222222223,0.7257777777777779,30807.0,0.86559874054348,0.809973021687379,1.0,3.1583823529411768,2.079191176470588,0.3895615905134333,Moyen (0.3–0.5)
Luxembourg,2015,75.97,10.79,14.63,31233.0,2.436,23.225,0.8610769230769231,0.7193333333333333,0.8127777777777778,0.7660555555555555,31233.0,0.8676732329014968,0.8302702415080104,1.4,3.4154411764705883,2.407720588235294,0.34483662496591666,Moyen (0.3–0.5)
Iceland,2015,76.79,12.04,16.01,33352.0,3.157,24.954,0.8736923076923078,0.8026666666666666,0.8894444444444445,0.8460555555555556,33352.0,0.877588910624368,0.8656642984377696,1.814367816091954,3.6697058823529414,2.7420368492224476,0.3157011907711028,Moyen (0.3–0.5)
Estonia,2015,77.84,12.88,16.8,33389.0,3.723,26.65,0.889846153846154,0.8586666666666667,0.9333333333333333,0.896,33389.0,0.8777563957574535,0.8878351055698931,2.139655172413793,3.9191176470588234,3.029386409736308,0.2930742353357208,Faible (<0.3)
Latvia,2015,79.49,13.95,18.12,36727.0,5.134,27.7,0.9152307692307692,0.9299999999999999,1.0066666666666668,0.9683333333333334,36727.0,0.8921498430803793,0.9246934171277713,2.9505747126436783,4.073529411764706,3.5120520622041917,0.2632914890639253,Faible (<0.3)
Lithuania,2015,79.96,6.81,10.33,8033.0,5.375,3.829,0.9224615384615383,0.45399999999999996,0.5738888888888889,0.5139444444444444,8033.0,0.6625520614876313,0.6797692020324562,3.089080459770115,1.0,2.0445402298850572,0.3324802281198802,Moyen (0.3–0.5)
Slovenia,2015,80.81,7.78,12.29,9668.0,6.298,5.431,0.9355384615384615,0.5186666666666667,0.6827777777777777,0.6007222222222222,9668.0,0.6905371607259311,0.7294140645897903,3.6195402298850574,1.0,2.3097701149425287,0.3157950914123501,Moyen (0.3–0.5)
Serbia,2015,82.02,8.83,13.28,11119.0,6.879,6.363,0.9541538461538461,0.5886666666666667,0.7377777777777778,0.6632222222222222,11119.0,0.7116598718376356,0.7665079276529745,3.9534482758620686,1.0,2.4767241379310345,0.3094845792124784,Moyen (0.3–0.5)
Bosnia,2015,82.74,9.72,14.0,12977.0,7.569,7.728,0.9652307692307691,0.648,0.7777777777777778,0.7128888888888889,12977.0,0.7350014872870769,0.7967347150017974,4.35,1.1364705882352941,2.743235294117647,0.29043615642823106,Faible (<0.3)
Macedonia,2015,83.8,10.9,14.72,13758.0,8.713,8.581,0.9815384615384615,0.7266666666666667,0.8177777777777778,0.7722222222222223,13758.0,0.7438294732512017,0.8261159361451587,5.007471264367815,1.2619117647058824,3.134691514536849,0.26353978766782016,Faible (<0.3)
Montenegro,2015,85.08,11.99,15.92,15219.0,9.336,10.227,1.0,0.7993333333333333,0.8844444444444445,0.8418888888888889,15219.0,0.7590746481911531,0.8613501921306432,5.365517241379311,1.5039705882352943,3.4347439148073025,0.25077566581232796,Faible (<0.3)
Uruguay,2015,86.15,12.8,16.83,17255.0,9.784,11.383,1.0,0.8533333333333334,0.9349999999999999,0.8941666666666667,17255.0,0.778040799377132,0.8860813908611561,5.622988505747127,1.673970588235294,3.6484795469912106,0.24286319258439595,Faible (<0.3)
Panama,2015,86.8,14.11,17.89,17832.0,10.558,12.418,1.0,0.9406666666666667,0.9938888888888889,0.9672777777777778,17832.0,0.783009421098891,0.9115337066990287,6.067816091954023,1.8261764705882353,3.946996281271129,0.23094364467084563,Faible (<0.3)
Venezuela,2015,88.08,6.82,11.01,19335.0,11.876,13.106,1.0,0.45466666666666666,0.6116666666666667,0.5331666666666667,19335.0,0.7952332026872678,0.7512523290059275,6.825287356321839,1.9273529411764707,4.376320148749155,0.17166301903681597,Faible (<0.3)
Dominican Republic,2015,88.8,8.01,11.75,21335.0,13.083,14.544,1.0,0.534,0.6527777777777778,0.593388888888889,21335.0,0.8101019191666574,0.7833569309913213,7.518965517241379,2.138823529411765,4.828894523326572,0.16222282909829958,Faible (<0.3)
Guatemala,2015,60.25,8.77,12.93,23663.0,1.389,15.617,0.6192307692307693,0.5846666666666667,0.7183333333333333,0.6515,23663.0,0.8257458141693276,0.6932200409613714,1.0,2.2966176470588238,1.6483088235294119,0.4205644179450707,Moyen (0.3–0.5)
Honduras,2015,61.17,9.96,14.07,24204.0,2.306,17.12,0.6333846153846154,0.664,0.7816666666666667,0.7228333333333334,24204.0,0.8291604685488082,0.7240714496645675,1.325287356321839,2.51764705882353,1.9214672075726844,0.37683258231570815,Moyen (0.3–0.5)
Nicaragua,2015,62.35,11.05,15.15,25786.0,3.055,18.161,0.6515384615384615,0.7366666666666667,0.8416666666666667,0.7891666666666667,25786.0,0.838724380948767,0.7555142954378751,1.7557471264367817,2.670735294117647,2.2132412102772143,0.3413610283098085,Moyen (0.3–0.5)
Haiti,2015,63.12,11.92,16.0,28641.0,4.002,19.408,0.6633846153846154,0.7946666666666666,0.8888888888888888,0.8417777777777777,28641.0,0.8545863730173404,0.7814591341577423,2.3,2.854117647058824,2.577058823529412,0.3032368244848577,Moyen (0.3–0.5)
Jamaica,2015,64.36,12.92,16.31,28415.0,4.436,20.581,0.6824615384615385,0.8613333333333333,0.9061111111111111,0.8837222222222222,28415.0,0.8533896969855549,0.8013959021167292,2.5494252873563217,3.0266176470588237,2.7880214672075727,0.28744251489547945,Faible (<0.3)
Trinidad and Tobago,2015,65.01,14.34,18.43,30366.0,5.637,20.541,0.6924615384615386,0.956,1.0238888888888888,0.9899444444444444,30366.0,0.8634207622984588,0.8396075249075353,3.239655172413793,3.0207352941176473,3.13019523326572,0.26822848491516493,Faible (<0.3)
Cameroon,2015,66.07,7.15,10.71,32732.0,6.364,22.911,0.7087692307692307,0.4766666666666667,0.5950000000000001,0.5358333333333334,32732.0,0.8747544181153047,0.6925857883460566,3.657471264367816,3.3692647058823533,3.5133679851250847,0.1971287355262329,Faible (<0.3)
Ivory Coast,2015,67.19,8.45,12.51,33666.0,7.002,23.778,0.726,0.5633333333333332,0.695,0.6291666666666667,33666.0,0.8790044063637732,0.7377305916294681,4.024137931034483,3.4967647058823528,3.7604513184584176,0.1961813966340343,Faible (<0.3)
Mozambique,2015,68.25,8.83,12.85,34666.0,8.014,25.856,0.7423076923076923,0.5886666666666667,0.7138888888888889,0.6512777777777778,34666.0,0.8834259516562564,0.7530782845421747,4.605747126436781,3.802352941176471,4.204050033806626,0.17913161796038088,Faible (<0.3)
Uganda,2015,69.31,9.9,13.82,35786.0,8.584,27.103,0.7586153846153847,0.66,0.7677777777777778,0.7138888888888889,35786.0,0.8882291275364241,0.783536248832819,4.933333333333334,3.9857352941176476,4.459534313725491,0.17569911872216398,Faible (<0.3)
Rwanda,2015,70.23,10.82,15.08,8217.0,9.618,4.225,0.7727692307692309,0.7213333333333334,0.8377777777777777,0.7795555555555556,8217.0,0.665973039028338,0.7375381903868178,5.527586206896552,1.0,3.263793103448276,0.22597577941064675,Faible (<0.3)
Zambia,2015,70.77,11.75,15.22,9784.0,10.502,5.191,0.781076923076923,0.7833333333333333,0.8455555555555556,0.8144444444444445,9784.0,0.692338792697594,0.7608364539789257,6.035632183908047,1.0,3.5178160919540233,0.21628090670206349,Faible (<0.3)
Zimbabwe,2015,72.08,12.77,17.51,11028.0,11.136,6.539,0.8012307692307692,0.8513333333333333,0.9727777777777779,0.9120555555555556,11028.0,0.7104185164472668,0.8037069578984355,6.3999999999999995,1.0,3.6999999999999997,0.2172180967293069,Faible (<0.3)
